PID,Archive
P126743,domesticated animal
P126745,domesticated animal
P126746,domesticated animal
P126747,domesticated animal
P126749,domesticated animal
P126750,domesticated animal
P126751,domesticated animal
P126752,domesticated animal
P126753,domesticated animal
P126754,domesticated animal
P126755,domesticated animal
P126756,domesticated animal
P126759,domesticated animal
P126761,domesticated animal
P126762,domesticated animal
P126763,domesticated animal
P126764,domesticated animal
P126767,domesticated animal
P126768,domesticated animal
P126770,domesticated animal
P126771,domesticated animal
P126773,domesticated animal
P126774,domesticated animal
P126775,domesticated animal
P126776,domesticated animal
P126777,domesticated animal
P126778,domesticated animal
P126779,domesticated animal
P126786,domesticated animal
P126789,domesticated animal
P126791,domesticated animal
P126792,domesticated animal
P126794,domesticated animal
P126796,domesticated animal
P126797,domesticated animal
P126798,domesticated animal
P126806,domesticated animal
P126807,domesticated animal
P126812,domesticated animal
P126813,domesticated animal
P126815,domesticated animal
P126819,domesticated animal
P126820,domesticated animal
P126939,domesticated animal
P127300,domesticated animal
P127305,domesticated animal
P387674,domesticated animal
P127306,domesticated animal
P127311,domesticated animal
P127312,domesticated animal
P127314,domesticated animal
P127315,domesticated animal
P127317,domesticated animal
P127318,domesticated animal
P127325,domesticated animal
P127334,domesticated animal
P127339,domesticated animal
P127343,domesticated animal
P127347,domesticated animal
P127348,domesticated animal
P127358,domesticated animal
P127361,domesticated animal
P127364,domesticated animal
P127367,domesticated animal
P127369,domesticated animal
P127372,domesticated animal
P127378,domesticated animal
P127384,domesticated animal
P127385,domesticated animal
P127389,domesticated animal
P127392,domesticated animal
P127397,domesticated animal
P127402,domesticated animal
P127421,domesticated animal
P127422,domesticated animal
P127425,domesticated animal
P127437,domesticated animal
P127440,domesticated animal
P127447,domesticated animal
P127449,domesticated animal
P127452,domesticated animal
P127459,domesticated animal
P127463,domesticated animal
P127464,domesticated animal
P127467,domesticated animal
P133870,domesticated animal
P127468,domesticated animal
P127469,domesticated animal
P127471,domesticated animal
P127477,domesticated animal
P127488,domesticated animal
P127490,domesticated animal
P135159,domesticated animal
P127493,domesticated animal
P127498,domesticated animal
P127503,domesticated animal
P127506,domesticated animal
P127519,domesticated animal
P127521,domesticated animal
P127523,domesticated animal
P127526,domesticated animal
P127527,domesticated animal
P127528,domesticated animal
P218025,domesticated animal
P127530,domesticated animal
P127535,domesticated animal
P127536,domesticated animal
P127537,domesticated animal
P127539,domesticated animal
P127541,domesticated animal
P127545,domesticated animal
P127547,domesticated animal
P127549,domesticated animal
P127550,domesticated animal
P127551,domesticated animal
P127552,domesticated animal
P127553,domesticated animal
P127555,domesticated animal
P127556,domesticated animal
P127561,domesticated animal
P127564,domesticated animal
P127566,domesticated animal
P127574,domesticated animal
P127575,domesticated animal
P127577,domesticated animal
P127579,domesticated animal
P127583,domesticated animal
P127613,domesticated animal
P127614,domesticated animal
P127615,domesticated animal
P127616,domesticated animal
P469973,domesticated animal
P127738,domesticated animal
P127740,domesticated animal
P127741,domesticated animal
P127764,domesticated animal
P127823,domesticated animal
P127826,domesticated animal
P127827,domesticated animal
P127828,domesticated animal
P127830,domesticated animal
P127834,domesticated animal
P127835,domesticated animal
P127836,domesticated animal
P127837,domesticated animal
P127840,domesticated animal
P127971,domesticated animal
P127972,domesticated animal
P127985,domesticated animal
P128014,domesticated animal
P128024,domesticated animal
P128026,domesticated animal
P128033,domesticated animal
P128037,domesticated animal
P128045,domesticated animal
P210339,domesticated animal
P128046,domesticated animal
P128062,domesticated animal
P128079,domesticated animal
P128081,domesticated animal
P128095,domesticated animal
P128108,domesticated animal
P128110,domesticated animal
P128112,domesticated animal
P128113,domesticated animal
P128117,domesticated animal
P128119,domesticated animal
P128120,domesticated animal
P128122,domesticated animal
P128123,domesticated animal
P128124,domesticated animal
P128125,domesticated animal
P128126,domesticated animal
P128129,domesticated animal
P128130,domesticated animal
P128133,domesticated animal
P128134,domesticated animal
P128140,domesticated animal
P128141,domesticated animal
P407085,domesticated animal
P128142,domesticated animal
P128143,domesticated animal
P128144,domesticated animal
P128149,domesticated animal
P128150,domesticated animal
P128151,domesticated animal
P128154,domesticated animal
P128155,domesticated animal
P128156,domesticated animal
P128157,domesticated animal
P128158,domesticated animal
P128160,domesticated animal
P128162,domesticated animal
P128167,domesticated animal
P128170,domesticated animal
P134915,domesticated animal
P128172,domesticated animal
P128176,domesticated animal
P128179,domesticated animal
P128180,domesticated animal
P128181,domesticated animal
P128182,domesticated animal
P128184,domesticated animal
P128185,domesticated animal
P128186,domesticated animal
P128187,domesticated animal
P128190,domesticated animal
P128191,domesticated animal
P128192,domesticated animal
P128193,domesticated animal
P128195,domesticated animal
P128196,domesticated animal
P128197,domesticated animal
P128198,domesticated animal
P128346,domesticated animal
P128400,domesticated animal
P128408,domesticated animal
P128585,domesticated animal
P128586,domesticated animal
P128588,domesticated animal
P200566,domesticated animal
P320615,domesticated animal
P128590,domesticated animal
P128591,domesticated animal
P128592,domesticated animal
P128597,domesticated animal
P128600,domesticated animal
P128603,domesticated animal
P320598,domesticated animal
P128607,domesticated animal
P128608,domesticated animal
P128610,domesticated animal
P128611,domesticated animal
P128613,domesticated animal
P128618,domesticated animal
P407122,domesticated animal
P128619,domesticated animal
P128620,domesticated animal
P128621,domesticated animal
P128623,domesticated animal
P128625,domesticated animal
P128626,domesticated animal
P128628,domesticated animal
P128632,domesticated animal
P128633,domesticated animal
P128636,domesticated animal
P128638,domesticated animal
P128640,domesticated animal
P128641,domesticated animal
P128642,domesticated animal
P453367,domesticated animal
P128759,domesticated animal
P128760,domesticated animal
P128761,domesticated animal
P128762,domesticated animal
P128763,domesticated animal
P128765,domesticated animal
P128767,domesticated animal
P128768,domesticated animal
P128770,domesticated animal
P128771,domesticated animal
P128773,domesticated animal
P128774,domesticated animal
P433579,domesticated animal
P128776,domesticated animal
P128777,domesticated animal
P143120,domesticated animal
P128778,domesticated animal
P128779,domesticated animal
P320592,domesticated animal
P128782,domesticated animal
P143123,domesticated animal
P212138,domesticated animal
P128785,domesticated animal
P128786,domesticated animal
P128787,domesticated animal
P128791,domesticated animal
P134808,domesticated animal
P128795,domesticated animal
P128798,domesticated animal
P128799,domesticated animal
P128802,domesticated animal
P128803,domesticated animal
P128805,domesticated animal
P131681,domesticated animal
P131707,domesticated animal
P128808,domesticated animal
P128809,domesticated animal
P128820,domesticated animal
P128821,domesticated animal
P128822,domesticated animal
P128824,domesticated animal
P128825,domesticated animal
P128858,domesticated animal
P128859,domesticated animal
P128881,domesticated animal
P128883,domesticated animal
P128884,domesticated animal
P128885,domesticated animal
P128886,domesticated animal
P128889,domesticated animal
P128890,domesticated animal
P128892,domesticated animal
P128893,domesticated animal
P128895,domesticated animal
P128896,domesticated animal
P128897,domesticated animal
P128898,domesticated animal
P128899,domesticated animal
P128900,domesticated animal
P128901,domesticated animal
P128903,domesticated animal
P128904,domesticated animal
P128905,domesticated animal
P128907,domesticated animal
P128908,domesticated animal
P128909,domesticated animal
P128910,domesticated animal
P128911,domesticated animal
P128914,domesticated animal
P128915,domesticated animal
P128916,domesticated animal
P128917,domesticated animal
P128920,domesticated animal
P128921,domesticated animal
P128922,domesticated animal
P128924,domesticated animal
P128925,domesticated animal
P128926,domesticated animal
P128927,domesticated animal
P128928,domesticated animal
P128930,domesticated animal
P128931,domesticated animal
P128932,domesticated animal
P128934,domesticated animal
P128936,domesticated animal
